SECID;SHORTNAME;NAME;TYPENAME;ISIN;REGNUMBER;LISTLEVEL;FACEUNIT;PRIMARY_BOARDID;PRIMARY_BOARD_TITLE;EMITENTNAME;INN;LOTSIZE
RU000A0JVXX5;ПЕРЕСВ БП3;"АКБ ПАО ""ПЕРЕСВЕТ"" БО-П03";Биржевые облигации;RU000A0JVXX5;4B020302110B001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерный коммерческий банк ""ПЕРЕСВЕТ"" (Публичное акционерное общество)";7703074601;1
RU000A0JVXZ0;СистемБ1P2;"АФК ""Система"" ПАО БО 001P-02";Биржевые облигации;RU000A0JVXZ0;4B02-02-01669-A-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АКЦИОНЕРНАЯ ФИНАНСОВАЯ КОРПОРАЦИЯ ""СИСТЕМА""";7703104630;1
RU000A0JVY04;РЖД 36 обл;РЖД ОАО 36 обл.;Корпоративные облигации;RU000A0JVY04;4-36-65045-D;2;RUB;TQCB;Т+: Облигации - безадрес.;"открытое акционерное общество ""Российские железные дороги""";7708503727;1
RU000A0JVYG8;РОСЭКСИМБ1;РОСЭКСИМБАНК АО обл.01;Корпоративные облигации;RU000A0JVYG8;40102790B;2;RUB;TQCB;Т+: Облигации - безадрес.;Государственный специализированный Российский экспортно-импортный банк (акционерное общество);7704001959;1
RU000A0JVYL8;МРСКЦенБО4;"""МРСК Центра"" ПАО БО-04";Биржевые облигации;RU000A0JVYL8;4B02-04-10214-A;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Межрегиональная распределительная сетевая компания Центра""";6901067107;1
RU000A0JVYM6;МРСКУр Б02;МРСК Урала  БО-02;Биржевые облигации;RU000A0JVYM6;4B02-02-32501-D;3;RUB;TQCB;Т+: Облигации - безадрес.;"Открытое акционерное общество ""Межрегиональная распределительная сетевая компания Урала""";6671163413;1
RU000A0JVYN4;ОГК2 Б1P1R;ОГК-2 ПАО БО-001P-01R;Биржевые облигации;RU000A0JVYN4;4B02-01-65105-D-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Вторая генерирующая компания оптового рынка электроэнергии""";2607018122;1
RU000A0JVYP9;ОГК2 Б1P2R;ОГК-2 ПАО БО-001P-02R;Биржевые облигации;RU000A0JVYP9;4B02-02-65105-D-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Вторая генерирующая компания оптового рынка электроэнергии""";2607018122;1
RU000A0JVZA8;РОССИУМ Б1;Концерн РОССИУМ ООО БО-01;Биржевые облигации;RU000A0JVZA8;4B02-01-36479-R;3;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""Концерн ""РОССИУМ""";5032152372;1
RU000A0JVZB6;ДелоПортс1;ДелоПортс ООО 01;Корпоративные облигации;RU000A0JVZB6;4-01-36485-R;3;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""ДелоПортс""";7706420120;1
RU000A0JVZC4;КАМАЗ БО-4;КАМАЗ ПАО БО-04;Биржевые облигации;RU000A0JVZC4;4B02-04-55010-D;2;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""КАМАЗ""";1650032058;1
RU000A0JVZJ9;КонцесВ 01;Концессии водоснабжения ООО 01;Корпоративные облигации;RU000A0JVZJ9;4-01-36487-R-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""Концессии водоснабжения""";3460019060;1
RU000A0JVZK7;КубнЭн1P01;Кубаньэнерго ПАО 001P-01;Биржевые облигации;RU000A0JVZK7;4B02-01-00063-A-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;Публичное акционерное общество энергетики и электрификации Кубани;2309001660;1
RU000A0JVZY8;ПочтаРосБ1;Почта России (АО) БО-01;Биржевые облигации;RU000A0JVZY8;4B02-01-00005-T;3;RUB;TQCB;Т+: Облигации - безадрес.;"акционерное общество ""Почта России""";7724490000;1
RU000A0JW0S4;ПКТ 01;"АО ""ПКТ"" обл. 01";Корпоративные облигации;RU000A0JW0S4;4-01-03924-J;2;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""Первый контейнерный терминал""";7805113497;1
RU000A0JW126;КАМАЗ БО13;КАМАЗ ПАО БО-13;Корпоративные облигации;RU000A0JW126;4-13-55010-D;2;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""КАМАЗ""";1650032058;1
RU000A0JW175;АтомэнпБО8;Атомэнергопром АО БО-08;Биржевые облигации;RU000A0JW175;4B02-08-55319-E;2;RUB;TQCB;Т+: Облигации - безадрес.;"акционерное общество ""Атомный энергопромышленный комплекс""";7706664260;1
RU000A0JW1G7;iРОСНАНО 7;РОСНАНО АО обл. 07;Корпоративные облигации;RU000A0JW1G7;4-07-55477-E;1;RUB;TQCB;Т+: Облигации - безадрес.;"акционерное общество ""РОСНАНО""";7728131587;1
RU000A0JW1K9;ТомскОб 55;Томская обл. 55 вып.(с аморт.);Региональные облигации;RU000A0JW1K9;RU34055TMS0;1;RUB;TQCB;Т+: Облигации - безадрес.;Департамент финансов Томской области;7000000885;1
RU000A0JW1P8;ГТЛК БО-07;ГосТранспортЛизингКомп БО-07;Биржевые облигации;RU000A0JW1P8;4B02-07-32432-H;1;RUB;TQCB;Т+: Облигации - безадрес.;"публичное акционерное общество ""Государственная транспортная лизинговая компания""";7720261827;1
RU000A0JW1V6;РСХБ 27;"""Россельхозбанк"" (АО) обл.27";Корпоративные облигации;RU000A0JW1V6;42703349B;3;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""Российский Сельскохозяйственный банк""";7725114488;1
RU000A0JW1Z7;РСХБ 28;"""Россельхозбанк"" (АО) обл.28";Корпоративные облигации;RU000A0JW1Z7;42803349B;3;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""Российский Сельскохозяйственный банк""";7725114488;1
RU000A0JW316;ИА АкБар2А;ИА АкБарс 2 кл.А;Корпоративные облигации;RU000A0JW316;4-02-36493-R;1;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""Ипотечный агент АкБарс2""";7743103136;1
RU000A0JW3A6;ВертолетБ1;Вертолеты России об. БО-01;Биржевые облигации;RU000A0JW3A6;4B02-01-12310-A;3;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""Вертолеты России""";7731559044;1
RU000A0JW5B9;ТрансФБО42;ТрансФин-М ПАО БО-42;Биржевые облигации;RU000A0JW5B9;4B02-17-50156-A;2;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""ТрансФин-М""";7708797192;1
RU000A0JW5C7;НорНик БО5;ГМК Нор.Никель ПАО об БО-05;Биржевые облигации;RU000A0JW5C7;4B02-05-40155-F;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Горно-металлургическая компания ""Норильский никель""";8401005730;1
RU000A0JW5E3;ПКТ 02;"АО ""ПКТ"" обл. 02";Корпоративные облигации;RU000A0JW5E3;4-02-03924-J;2;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""Первый контейнерный терминал""";7805113497;1
RU000A0JW5H6;МЕТАЛИНБ07;МЕТАЛЛОИНВЕСТ ХК АО БО-07;Биржевые облигации;RU000A0JW5H6;4B02-07-25642-H;2;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""Холдинговая компания ""МЕТАЛЛОИНВЕСТ""";7705392230;1
RU000A0JW5K0;ГПБ 2-ИП;ГПБ (АО) 2-ИП;Корпоративные облигации;RU000A0JW5K0;41800354B;2;RUB;TQCB;Т+: Облигации - безадрес.;"""Газпромбанк"" (Акционерное общество)";7744001497;1
RU000A0JW6P7;ВЭБ ПБО1Р1;ВЭБ.РФ ПБО-001Р-01;Биржевые облигации;RU000A0JW6P7;4B02-01-00004-T-001P;1;RUB;TQCB;Т+: Облигации - безадрес.;"государственная корпорация развития ""ВЭБ.РФ""";7750004150;1
RU000A0JW9G0;ИКС5ФинБО5;ИКС 5 ФИНАНС ООО БО-05;Биржевые облигации;RU000A0JW9G0;4B02-05-36241-R;1;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""ИКС 5 ФИНАНС""";7715630469;1
RU000A0JWA92;Авенир02;"ООО ""Авенир"" обл.02";Корпоративные облигации;RU000A0JWA92;4-02-36444-R;3;USD;TQOD;Т+: Облигации (USD) - безадрес.;"Общество с ограниченной ответственностью ""Авенир""";7718511935;1
RU000A0JWAT9;ИАМлторг2А;ИА Мультиоригинаторный 2 кл.А;Корпоративные облигации;RU000A0JWAT9;4-03-36498-R;3;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""Мультиоригинаторный ипотечный агент 2""";7704301871;1
RU000A0JWB59;Держава 03;"АКБ ""Держава"" 03";Корпоративные облигации;RU000A0JWB59;40302738B;3;RUB;TQCB;Т+: Облигации - безадрес.;"""Акционерный коммерческий банк ""Держава"" публичное акционерное общество""";7729003482;1
RU000A0JWBA7;ИАВТБ-БМ2А;ИА ВТБ - БМ2 кл. А;Корпоративные облигации;RU000A0JWBA7;4-02-81563-H;3;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""Ипотечный агент ВТБ-БМ 2""";7743900702;1
RU000A0JWBE9;МЕТАЛИНБ08;МЕТАЛЛОИНВЕСТ ХК АО БО-08;Биржевые облигации;RU000A0JWBE9;4B02-08-25642-H;2;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""Холдинговая компания ""МЕТАЛЛОИНВЕСТ""";7705392230;1
RU000A0JWBF6;МЕТАЛИНБ02;МЕТАЛЛОИНВЕСТ ХК АО БО-02;Биржевые облигации;RU000A0JWBF6;4B02-02-25642-H;2;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""Холдинговая компания ""МЕТАЛЛОИНВЕСТ""";7705392230;1
RU000A0JWBH2;ЕврХол1P1R;ЕвразХолдинг Финанс 001P-01R;Биржевые облигации;RU000A0JWBH2;4B02-01-36383-R-001P;2;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""ЕвразХолдинг Финанс""";7707710865;1
RU000A0JWBK6;СИБУРХол10;"""СИБУР Холдинг""(ПАО) об.10";Корпоративные облигации;RU000A0JWBK6;4-10-65134-D;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""СИБУР Холдинг""";7727547261;1
RU000A0JWBP5;ПКТ 03;"АО ""ПКТ"" обл. 03";Корпоративные облигации;RU000A0JWBP5;4-03-03924-J;2;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""Первый контейнерный терминал""";7805113497;1
RU000A0JWC66;ЭлемЛизБО4;Элемент Лизинг ООО обл.БО-04;Биржевые облигации;RU000A0JWC66;4B02-04-36193-R;3;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""Элемент Лизинг""";7706561875;1
RU000A0JWC74;ИНГБ-БО1;ИНГ БАНК (ЕВРАЗИЯ) АО БО-01;Биржевые облигации;RU000A0JWC74;4B020102495B;1;RUB;TQCB;Т+: Облигации - безадрес.;ИНГ БАНК (ЕВРАЗИЯ) АКЦИОНЕРНОЕ ОБЩЕСТВО;7712014310;1
RU000A0JWC82;РЖД БО-07;"""Российские ЖД"" ОАО БО-07";Биржевые облигации;RU000A0JWC82;4B02-07-65045-D;2;RUB;TQCB;Т+: Облигации - безадрес.;"открытое акционерное общество ""Российские железные дороги""";7708503727;1
RU000A0JWCK4;О'КЕЙ-Б06;"""О'КЕЙ"" ООО БО-06";Биржевые облигации;RU000A0JWCK4;4B02-06-36415-R;3;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""О'КЕЙ""";7826087713;1
RU000A0JWCM0;ТМК БО-5;"""Трубная Мет.Комп."" ОАО БО-05";Биржевые облигации;RU000A0JWCM0;4B02-05-29031-H;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Трубная Металлургическая Компания""";7710373095;1
RU000A0JWD57;РЖД БО-05;"""Российские ЖД"" ОАО БО-05";Биржевые облигации;RU000A0JWD57;4B02-05-65045-D;3;RUB;TQCB;Т+: Облигации - безадрес.;"открытое акционерное общество ""Российские железные дороги""";7708503727;1
RU000A0JWDA3;ОДК 02;"АО ""Объед.двигателестр.корп""02";Корпоративные облигации;RU000A0JWDA3;4-02-14045-A;3;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""Объединенная двигателестроительная корпорация""";7731644035;1
RU000A0JWDB1;ОДК 03;"АО ""Объед.двигателестр.корп""03";Корпоративные облигации;RU000A0JWDB1;4-03-14045-A;3;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""Объединенная двигателестроительная корпорация""";7731644035;1
RU000A0JWDN6;РУСАЛБрБ01;РУСАЛ Братский алюм. з-д БО-01;Биржевые облигации;RU000A0JWDN6;4B02-01-20075-F;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""РУСАЛ Братский алюминиевый завод""";3803100054;1
RU000A0JWEB9;ТранснфБО5;Транснефть ПАО БО- 05;Биржевые облигации;RU000A0JWEB9;4B02-05-00206-A;2;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Транснефть""";7706061801;1
RU000A0JWEG8;ТрансФБО43;ТрансФин-М ПАО БО-43;Биржевые облигации;RU000A0JWEG8;4B02-18-50156-A;2;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""ТрансФин-М""";7708797192;1
RU000A0JWEU9;ПромсвбБП1;Промсвязьбанк ПАО БО-П01;Биржевые облигации;RU000A0JWEU9;4B020103251B001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Промсвязьбанк""";7744000912;1
RU000A0JWF22;МиратФБО-6;"ООО ""Мираторг Финанс"" БО-06";Биржевые облигации;RU000A0JWF22;4B02-06-36276-R;3;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""Мираторг Финанс""";7724611631;1
RU000A0JWF30;ИАМлтор1А4;ИАМультиоригинаторный 1 кл.А/4;Корпоративные облигации;RU000A0JWF30;4-10-82069-H;3;RUB;TQCB;Т+: Облигации - безадрес.;"Закрытое акционерное общество ""Мультиоригинаторный ипотечный агент 1""";7704854668;1
RU000A0JWF71;АбсолютБC1;Абсолют Банк АКБ (ПАО) C01;Корпоративные облигации;RU000A0JWF71;40602306B;3;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерный коммерческий банк ""Абсолют Банк"" (публичное акционерное общество)";7736046991;1
RU000A0JWG05;ИКС5ФинБО6;ИКС 5 ФИНАНС ООО БО-06;Биржевые облигации;RU000A0JWG05;4B02-06-36241-R;1;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""ИКС 5 ФИНАНС""";7715630469;1
RU000A0JWGC2;БашнфтБО6;"ПАО ""АНК ""Башнефть"" БО-06";Биржевые облигации;RU000A0JWGC2;4B02-06-00013-A;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Акционерная нефтяная Компания ""Башнефть""";274051582;1
RU000A0JWGD0;БашнфтБО8;"ПАО ""АНК ""Башнефть"" БО-08";Биржевые облигации;RU000A0JWGD0;4B02-08-00013-A;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Акционерная нефтяная Компания ""Башнефть""";274051582;1
RU000A0JWGS8;РосбанкБ20;РОСБАНК ПАО обл. БО-20;Биржевые облигации;RU000A0JWGS8;4B022003338B;2;RUB;TQCB;Т+: Облигации - безадрес.;Публичное акционерное общество РОСБАНК;7730060164;1
RU000A0JWGT6;Якут-08 об;Республика Саха (Якутия) об.08;Региональные облигации;RU000A0JWGT6;RU35008RSY0;1;RUB;TQCB;Т+: Облигации - безадрес.;Министерство финансов Республики Саха (Якутия);1435027673;1
RU000A0JWGV2;ПочтаРосБ2;Почта России (АО) БО-02;Биржевые облигации;RU000A0JWGV2;4B02-02-00005-T;3;RUB;TQCB;Т+: Облигации - безадрес.;"акционерное общество ""Почта России""";7724490000;1
RU000A0JWGW0;КонцесВ 02;Концессии водоснабжения ООО 02;Корпоративные облигации;RU000A0JWGW0;4-02-36487-R-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""Концессии водоснабжения""";3460019060;1
RU000A0JWH87;БашнфтБО2;"ПАО ""АНК ""Башнефть"" БО-02";Биржевые облигации;RU000A0JWH87;4B02-02-00013-A;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Акционерная нефтяная Компания ""Башнефть""";274051582;1
RU000A0JWHN7;ЯрОбл 2016;Ярославская обл. об.2016г.;Региональные облигации;RU000A0JWHN7;RU35014YRS0;1;RUB;TQCB;Т+: Облигации - безадрес.;Департамент финансов Ярославской области;7604002902;1
RU000A0JWHT4;РосбанкБ14;РОСБАНК ПАО обл. БО-14;Биржевые облигации;RU000A0JWHT4;4B021702272B;3;RUB;TQCB;Т+: Облигации - безадрес.;Публичное акционерное общество РОСБАНК;7730060164;1
RU000A0JWHU2;РЖД БО-17;"""Российские ЖД"" ОАО БО-17";Биржевые облигации;RU000A0JWHU2;4B02-17-65045-D;3;RUB;TQCB;Т+: Облигации - безадрес.;"открытое акционерное общество ""Российские железные дороги""";7708503727;1
RU000A0JWHW8;Новсиб 8об;Новосибирск  мун.обл. 2016;Муниципальные облигации;RU000A0JWHW8;RU35008NSB1;1;RUB;TQCB;Т+: Облигации - безадрес.;Мэрия города Новосибирска;5406285846;1
RU000A0JWJQ6;СтруктИнв1;Структурные инвестиции КСН 01;Корпоративные облигации;RU000A0JWJQ6;4-01-36451-R;3;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""Компания специального назначения ""Структурные инвестиции 1""";7743928024;1
RU000A0JWJX2;РСетиМРБ5;ПАО Россети Моск.рег. БО-05;Биржевые облигации;RU000A0JWJX2;4B02-05-65116-D;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Россети Московский регион""";5036065113;1
RU000A0JWK41;ГазпрнефБ3;"""Газпром нефть"" ПАО БО-03";Биржевые облигации;RU000A0JWK41;4B02-03-00146-A;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Газпром нефть""";5504036333;1
RU000A0JWK66;ПионерБО2;Группа Компаний Пионер БО-02.;Биржевые облигации;RU000A0JWK66;4B02-02-67750-H;2;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""Группа компаний ""Пионер""";7703635416;1
RU000A0JWK74;ОДК 01;"АО ""Объед.двигателестр.корп""01";Корпоративные облигации;RU000A0JWK74;4-01-14045-A;3;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""Объединенная двигателестроительная корпорация""";7731644035;1
RU000A0JWK90;ТрнфБО1P1;Транснефть ПАО БО-001P-01;Биржевые облигации;RU000A0JWK90;4B02-01-00206-A-001P;2;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Транснефть""";7706061801;1
RU000A0JWKA8;МегафнБ1P2;МегаФон ПАО БО-001P-02;Биржевые облигации;RU000A0JWKA8;4B02-02-00822-J-001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""МегаФон""";7812014560;1
RU000A0JWKB6;БелгОб2016;Белгородская обл.2016 обл.;Региональные облигации;RU000A0JWKB6;RU34010BEL0;1;RUB;TQCB;Т+: Облигации - безадрес.;Правительство Белгородской области;3124016792;1
RU000A0JWKL5;ЯмалСтИн 1;ЯмалСтройИнвест ООО 01;Корпоративные облигации;RU000A0JWKL5;4-01-36501-R;3;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""ЯмалСтройИнвест""";8901030703;1
RU000A0JWKP6;ИА Вега2 А;ИА Вега-2 класс А;Корпоративные облигации;RU000A0JWKP6;4-01-36508-R;3;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""Ипотечный Агент Вега-2""";7704301889;1
RU000A0JWKQ4;ИА Вега1 А;ИА Вега-1 класс А;Корпоративные облигации;RU000A0JWKQ4;4-01-36507-R;3;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""Ипотечный Агент Вега-1""";7704301857;1
RU000A0JWLD0;НижгорОб11;Нижегородская обл. 35011;Региональные облигации;RU000A0JWLD0;RU35011NJG0;1;RUB;TQCB;Т+: Облигации - безадрес.;Министерство финансов Нижегородской области;5200000021;1
RU000A0JWLG3;ЛнССМУБ1P1;АО ЭталонЛенСпецСМУ БО-001P-01;Биржевые облигации;RU000A0JWLG3;4B02-01-17644-J-001P;1;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""Эталон ЛенСпецСМУ""";7802084569;1
RU000A0JWLU4;РЖД-42 обл;"""Российские ЖД"" ОАО 42 обл.";Корпоративные облигации;RU000A0JWLU4;4-42-65045-D;3;RUB;TQCB;Т+: Облигации - безадрес.;"открытое акционерное общество ""Российские железные дороги""";7708503727;1
RU000A0JWLW0;ТрансФБО27;ТрансФин-М ПАО БО-27;Биржевые облигации;RU000A0JWLW0;4B02-02-50156-A;2;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""ТрансФин-М""";7708797192;1
RU000A0JWM15;ПЕРЕСВ БП5;"АКБ ПАО ""ПЕРЕСВЕТ"" БО-П05";Биржевые облигации;RU000A0JWM15;4B020402110B001P;3;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерный коммерческий банк ""ПЕРЕСВЕТ"" (Публичное акционерное общество)";7703074601;1
RU000A0JWM31;ТинькоффБ7;"АО ""Тинькофф Банк"" БО-07";Биржевые облигации;RU000A0JWM31;4B020702673B;1;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""Тинькофф Банк""";7710140679;1
RU000A0JWM49;АВТОБАН-Ф1;АВТОБАН-Финанс АО об. 01;Корпоративные облигации;RU000A0JWM49;4-01-82416-H;3;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""АВТОБАН-Финанс""";7708813750;1
RU000A0JWM56;СамарОбл12;Самарская область 2016;Региональные облигации;RU000A0JWM56;RU35012SAM0;1;RUB;TQCB;Т+: Облигации - безадрес.;Министерство управления финансами Самарской области;6315802231;1
RU000A0JWMJ5;РН БАНК 01;РН БАНК АО об. 01;Корпоративные облигации;RU000A0JWMJ5;40100170B;2;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""РН Банк""";5503067018;1
RU000A0JWMS6;ТрнфБО1P2;Транснефть ПАО БО-001P-02;Биржевые облигации;RU000A0JWMS6;4B02-02-00206-A-001P;2;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Транснефть""";7706061801;1
RU000A0JWMZ1;РСХБ 06Т1;"""Россельхозбанк"" (АО) обл.06Т1";Корпоративные облигации;RU000A0JWMZ1;43403349B;3;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""Российский Сельскохозяйственный банк""";7725114488;1
RU000A0JWN22;РСХБ 07Т1;"""Россельхозбанк"" (АО) обл.07Т1";Корпоративные облигации;RU000A0JWN22;43503349B;3;RUB;TQCB;Т+: Облигации - безадрес.;"Акционерное общество ""Российский Сельскохозяйственный банк""";7725114488;1
RU000A0JWN63;МОСТРЕСТ 7;МОСТОТРЕСТ ПАО 07 обл.;Корпоративные облигации;RU000A0JWN63;4-07-02472-A;1;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""МОСТОТРЕСТ""";7701045732;1
RU000A0JWN89;МОСТРЕСТ 8;МОСТОТРЕСТ ПАО 08 обл.;Корпоративные облигации;RU000A0JWN89;4-08-02472-A;1;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""МОСТОТРЕСТ""";7701045732;1
RU000A0JWNB0;РосбанкБ26;РОСБАНК ПАО обл. БО-26;Биржевые облигации;RU000A0JWNB0;4B022603338B;2;RUB;TQCB;Т+: Облигации - безадрес.;Публичное акционерное общество РОСБАНК;7730060164;1
RU000A0JWNE4;ВЭБ ПБО1Р3;ВЭБ.РФ ПБО-001Р-03 USD;Биржевые облигации;RU000A0JWNE4;4B02-03-00004-T-001P;1;USD;TQOD;Т+: Облигации (USD) - безадрес.;"государственная корпорация развития ""ВЭБ.РФ""";7750004150;1
RU000A0JWP46;ПИК БО-7;ГК ПИК (ПАО) БО-07;Биржевые облигации;RU000A0JWP46;4B02-07-01556-A;2;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Группа Компаний ПИК""";7713011336;1
RU000A0JWPA7;Совком БО3;Совкомбанк ПАО обл. БО-03;Биржевые облигации;RU000A0JWPA7;4B020300963B;1;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Совкомбанк""";4401116480;1
RU000A0JWPL4;ИКС5ФинБО7;ИКС 5 ФИНАНС ООО БО-07;Биржевые облигации;RU000A0JWPL4;4B02-07-36241-R;1;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""ИКС 5 ФИНАНС""";7715630469;1
RU000A0JWPV3;АльфаБО-16;Альфа-Банк АО обл. БО-16;Биржевые облигации;RU000A0JWPV3;4B021601326B;3;RUB;TQCB;Т+: Облигации - безадрес.;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""";7728168971;1
RU000A0JWPW1;ТрнфБО1P3;Транснефть ПАО БО-001P-03;Биржевые облигации;RU000A0JWPW1;4B02-03-00206-A-001P;2;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Транснефть""";7706061801;1
RU000A0JWQ45;ТКБ-С04;"""ТКБ"" ПАО обл С04";Корпоративные облигации;RU000A0JWQ45;40402210B;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""ТРАНСКАПИТАЛБАНК""";7709129705;1
RU000A0JWR51;МРСКУр Б05;МРСК Урала  БО-05;Биржевые облигации;RU000A0JWR51;4B02-05-32501-D;3;RUB;TQCB;Т+: Облигации - безадрес.;"Открытое акционерное общество ""Межрегиональная распределительная сетевая компания Урала""";6671163413;1
RU000A0JWRE5;ГазпрнефБ1;"""Газпром нефть"" ПАО БО-01";Биржевые облигации;RU000A0JWRE5;4B02-01-00146-A;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Газпром нефть""";5504036333;1
RU000A0JWRF2;ГазпрнефБ4;"""Газпром нефть"" ПАО БО-04";Биржевые облигации;RU000A0JWRF2;4B02-04-00146-A;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Газпром нефть""";5504036333;1
RU000A0JWRH8;МиратФБО-7;"ООО ""Мираторг Финанс"" БО-07";Биржевые облигации;RU000A0JWRH8;4B02-07-36276-R;3;RUB;TQCB;Т+: Облигации - безадрес.;"Общество с ограниченной ответственностью ""Мираторг Финанс""";7724611631;1
RU000A0JWRV9;МТС БО-02;Мобильные ТелеСистемы ПАО БО-2;Биржевые облигации;RU000A0JWRV9;4B02-02-04715-A;1;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Мобильные ТелеСистемы""";7740000076;1
RU000A0JWS92;ТранснфБО6;Транснефть ПАО БО-06;Биржевые облигации;RU000A0JWS92;4B02-06-00206-A;3;RUB;TQCB;Т+: Облигации - безадрес.;"Публичное акционерное общество ""Транснефть""";7706061801;1
